uprn,versiondate,versionavailablefromdate,versionavailabletodate,changetype,theme,description,organisationname,poboxnumber,subname,name,number,streetname,locality,townname,islandname,postcode,fulladdress,country,alternatelanguagesubname,alternatelanguagename,alternatelanguagenumber,alternatelanguagestreetname,alternatelanguagelocality,alternatelanguagetownname,alternatelanguageislandname,alternatelanguage,alternatelanguagefulladdress,floorlevel,lowestfloorlevel,highestfloorlevel,classificationcode,classificationdescription,primaryclassificationdescription,secondaryclassificationdescription,tertiaryclassificationdescription,quaternaryclassificationdescription,buildstatus,buildstatusdate,addressstatus,postcodesource,parentuprn,rootuprn,hierarchylevel,usrn,usrnmatchindicator,localcustodiancode,localcustodiandescription,lowertierlocalauthoritygsscode,easting,northing,latitude,longitude,positionalaccuracy,effectivestartdate,effectiveenddate
9051082089,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 9,NULL,16,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT 9, 16, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2008-06-20,Approved,A record which is linked to a Royal Mail address,9051081930,9051081930,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394280.00,806334.00,57.1478389,-2.0961748,General Internal Position,2002-08-07,NULL
9051082092,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 12,NULL,16,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT 12, 16, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2008-06-20,Approved,A record which is linked to a Royal Mail address,9051081930,9051081930,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394280.00,806334.00,57.1478389,-2.0961748,General Internal Position,2002-08-07,NULL
9051082093,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 13,NULL,16,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT 13, 16, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2008-06-20,Approved,A record which is linked to a Royal Mail address,9051081930,9051081930,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394280.00,806334.00,57.1478389,-2.0961748,General Internal Position,2002-08-07,NULL
9051082095,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 15,NULL,16,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT 15, 16, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2008-06-20,Approved,A record which is linked to a Royal Mail address,9051081930,9051081930,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394280.00,806334.00,57.1478389,-2.0961748,General Internal Position,2002-08-07,NULL
9051316763,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,47A,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"47A, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2009-05-12,Approved,A record which is linked to a Royal Mail address,NULL,9051316763,1,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394241.00,806295.00,57.1474881,-2.0968184,Central Internal Position,2009-05-12,NULL
9051148949,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,20,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"20, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0,0.0,CR07,Restaurant / Cafeteria,Commercial,Retail,Restaurant / Cafeteria,NULL,Built Complete,2017-11-13,Approved,A record which is linked to a Royal Mail address,NULL,9051148949,1,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394277.61,806322.69,57.1477373,-2.0962140,General Internal Position,2017-11-13,NULL
9051138234,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,55,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"55, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CR08,Shop / Showroom,Commercial,Retail,Shop / Showroom,NULL,Built Complete,2011-12-12,Approved,A record which is linked to a Royal Mail address,NULL,9051138234,1,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394218.08,806284.68,57.1473951,-2.0971969,General Internal Position,2011-12-12,NULL
9051141010,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT C,NULL,26,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT C, 26, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.0,1.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2013-10-01,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,9051081485,9051081485,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394261.00,806324.00,57.1477489,-2.0964885,Central Internal Position,2013-10-01,NULL
9051141014,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT G,NULL,26,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT G, 26, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.0,2.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2013-10-01,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,9051081485,9051081485,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394261.00,806324.00,57.1477489,-2.0964885,Central Internal Position,2013-10-01,NULL
10013626518,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,CORNWALL LIGHT AND POWER,NULL,ROAD FROM GOONHINGEY TO TRELIEVER,NULL,ROSKROW,NULL,TR10 9AP,"CORNWALL LIGHT AND POWER, ROAD FROM GOONHINGEY TO TRELIEVER, ROSKROW, TR10 9AP",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CU03,Power Station / Energy Production,Commercial,Utility,Power Station / Energy Production,NULL,Built Complete,2024-03-11,Approved,A record which has a classification indicating that it is capable of receiving mail but is not linked to a Royal Mail address,NULL,10013626518,1,18600493,Manually Matched,840,CORNWALL,E06000052,175941.00,35253.00,50.1748372,-5.1393648,Central Internal Position,2008-04-01,NULL
100040035513,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,28,KERNICK ROAD,NULL,PENRYN,NULL,TR10 8NT,"28, KERNICK ROAD, PENRYN, TR10 8NT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035513,1,6101071,Manually Matched,840,CORNWALL,E06000052,177727.00,34283.00,50.1667989,-5.1138241,Central Internal Position,2001-04-04,NULL
100060874186,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,33,ST MARTINS ROAD,NULL,DARTFORD,NULL,DA1 1UJ,"33, ST MARTINS ROAD, DARTFORD, DA1 1UJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060874186,1,10500646,Manually Matched,2215,DARTFORD,E07000107,554825.00,174236.00,51.4459542,0.2265612,Central Internal Position,2001-09-13,NULL
10001210216,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,3,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"3, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-04-19,Approved,A record which is linked to a Royal Mail address,NULL,10001210216,1,6103009,Manually Matched,840,CORNWALL,E06000052,180473.00,33184.00,50.1579531,-5.0747972,General Internal Position,2004-07-21,NULL
10007802658,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,THE GRANARY,MENKEA BARNS,NULL,ROSKROW,NULL,PENRYN,NULL,TR10 9AP,"THE GRANARY, MENKEA BARNS, ROSKROW, PENRYN, TR10 9AP",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2016-11-30,Approved,A record which is linked to a Royal Mail address,10007810294,10007810294,2,18600491,Manually Matched,840,CORNWALL,E06000052,176086.00,36036.00,50.1819235,-5.1377982,Central Internal Position,2004-02-03,NULL
10001210214,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,1,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"1, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2015-02-05,Approved,A record which is linked to a Royal Mail address,NULL,10001210214,1,6103009,Manually Matched,840,CORNWALL,E06000052,180476.00,33169.00,50.1578195,-5.0747466,Central Internal Position,2004-07-21,NULL
100040035934,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,41,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"41, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035934,1,6100485,Manually Matched,840,CORNWALL,E06000052,178470.00,34591.00,50.1698432,-5.1036155,General Internal Position,2001-04-04,NULL
100040036236,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,12,SHUTE MEADOW,NULL,PENRYN,NULL,TR10 8PE,"12, SHUTE MEADOW, PENRYN, TR10 8PE",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040036236,1,6101626,Manually Matched,840,CORNWALL,E06000052,178033.00,34400.00,50.1679644,-5.1096142,General Internal Position,2001-04-04,NULL
100040036754,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,12,WESTERN PLACE,NULL,PENRYN,NULL,TR10 8HQ,"12, WESTERN PLACE, PENRYN, TR10 8HQ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-10-04,Approved,A record which is linked to a Royal Mail address,NULL,100040036754,1,6100468,Manually Matched,840,CORNWALL,E06000052,177933.00,34887.00,50.1723004,-5.1112965,Central Internal Position,2001-04-04,NULL
100040069512,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,29,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"29, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069512,1,18600292,Manually Matched,840,CORNWALL,E06000052,176766.40,34346.21,50.1670055,-5.1272912,Central Internal Position,2001-04-04,NULL
100060864598,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,66,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XH,"66, HOWARD ROAD, DARTFORD, DA1 1XH",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864598,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555339.00,174018.00,51.4438546,0.2338563,Central Internal Position,2001-05-03,NULL
100041218052,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,ROSEBUD COTTAGE,NULL,HIGHGATE HILL,NULL,INDIAN QUEENS,NULL,TR9 6LY,"ROSEBUD COTTAGE, HIGHGATE HILL, INDIAN QUEENS, TR9 6LY",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD02,Detached,Residential,Dwelling,Detached,NULL,Built Complete,2007-09-17,Approved,A record which is linked to a Royal Mail address,NULL,100041218052,1,31401326,Manually Matched,840,CORNWALL,E06000052,191989.00,58957.00,50.3935939,-4.9279728,Central Internal Position,2001-04-04,NULL
9051141016,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT J,NULL,26,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT J, 26, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3.0,3.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2013-10-01,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,9051081485,9051081485,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394261.00,806324.00,57.1477489,-2.0964885,Central Internal Position,2013-10-01,NULL
100060864623,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,97,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XS,"97, HOWARD ROAD, DARTFORD, DA1 1XS",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864623,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555393.87,173976.03,51.4434625,0.2346268,Central Internal Position,2001-09-13,NULL
100060874207,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,54,ST MARTINS ROAD,NULL,DARTFORD,NULL,DA1 1UJ,"54, ST MARTINS ROAD, DARTFORD, DA1 1UJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060874207,1,10500646,Manually Matched,2215,DARTFORD,E07000107,554781.40,174210.83,51.4457399,0.2259234,Central Internal Position,2001-09-13,NULL
9051141013,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT F,NULL,26,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT F, 26, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.0,2.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2013-10-01,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,9051081485,9051081485,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394261.00,806324.00,57.1477489,-2.0964885,Central Internal Position,2013-10-01,NULL
10001210299,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 2,NULL,8,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"FLAT 2, 8, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-04-19,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,10001210221,10001210221,2,6103009,Manually Matched,840,CORNWALL,E06000052,180452.00,33210.00,50.1581788,-5.0751057,General Internal Position,2004-07-22,NULL
10014467184,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,BRAMLEY HEDGE,NULL,ROSKROW,NULL,PENRYN,NULL,TR10 9AP,"BRAMLEY HEDGE, ROSKROW, PENRYN, TR10 9AP",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2016-11-30,Approved,A record which is linked to a Royal Mail address,NULL,10014467184,1,18600491,Manually Matched,840,CORNWALL,E06000052,176405.68,35867.61,50.1805321,-5.1332284,General Internal Position,2009-03-18,NULL
10014479365,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,THE ANNEXE,ROSKROW MANOR,NULL,ROSKROW,NULL,PENRYN,NULL,TR10 9AP,"THE ANNEXE, ROSKROW MANOR, ROSKROW, PENRYN, TR10 9AP",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2010-09-06,Approved,A record which is linked to a Royal Mail address,10007802645,10007802645,2,18600491,Manually Matched,840,CORNWALL,E06000052,176495.00,35822.00,50.1801562,-5.1319525,Central Internal Position,2010-09-06,NULL
10014467572,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,PENRYN RUGBY CLUB,MEMORIAL GROUND,NULL,KERNICK ROAD,NULL,PENRYN,NULL,TR10 8NT,"PENRYN RUGBY CLUB, MEMORIAL GROUND, KERNICK ROAD, PENRYN, TR10 8NT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CL11,Arena / Stadium,Commercial,Leisure - Applicable to recreational sites and enterprises,Arena / Stadium,NULL,Built Complete,2017-10-17,Approved,A record which is linked to a Royal Mail address,100041022480,100041022480,2,6101071,Manually Matched,840,CORNWALL,E06000052,177555.00,34202.00,50.1660070,-5.1161815,General Internal Position,2009-03-23,NULL
100040035921,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,28,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"28, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035921,1,6100485,Manually Matched,840,CORNWALL,E06000052,178384.00,34551.00,50.1694518,-5.1047946,General Internal Position,2001-04-04,NULL
100040036233,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,9,SHUTE MEADOW,NULL,PENRYN,NULL,TR10 8PE,"9, SHUTE MEADOW, PENRYN, TR10 8PE",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040036233,1,6101626,Manually Matched,840,CORNWALL,E06000052,178027.00,34422.00,50.1681597,-5.1097109,General Internal Position,2001-04-04,NULL
100060864547,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,15,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XS,"15, HOWARD ROAD, DARTFORD, DA1 1XS",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864547,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555319.34,174124.04,51.4448128,0.2336200,Central Internal Position,2001-09-13,NULL
10007799284,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,3,PLOUGH COURT,NULL,ROSKROW,NULL,TR10 9AP,"3, PLOUGH COURT, ROSKROW, TR10 9AP",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-05-22,Approved,A record which is linked to a Royal Mail address,NULL,10007799284,1,18603552,Manually Matched,840,CORNWALL,E06000052,176387.00,35814.00,50.1800436,-5.1334581,General Internal Position,2004-02-03,NULL
9051082087,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT 7,NULL,16,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT 7, 16, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2008-06-20,Approved,A record which is linked to a Royal Mail address,9051081930,9051081930,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394280.00,806334.00,57.1478389,-2.0961748,General Internal Position,2002-08-07,NULL
100040069502,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,18,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"18, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069502,1,18600292,Manually Matched,840,CORNWALL,E06000052,176707.53,34351.99,50.1670353,-5.1281176,General Internal Position,2001-04-04,NULL
100040035917,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,24,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"24, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.0,1.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035917,1,6100485,Manually Matched,840,CORNWALL,E06000052,178383.00,34554.00,50.1694784,-5.1048103,General Internal Position,2001-04-04,NULL
100040069510,2026-01-05,2026-01-06T00:00:00.000Z,NULL,Modified Attributes,Address,Built Address,NULL,NULL,NULL,NULL,27,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"27, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069510,1,18600292,Manually Matched,840,CORNWALL,E06000052,176752.01,34364.89,50.1671679,-5.1275033,General Internal Position,2001-04-04,NULL
100040069531,2026-01-05,2026-01-06T00:00:00.000Z,NULL,Modified Attributes,Address,Built Address,NULL,NULL,NULL,NULL,49,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"49, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069531,1,18600292,Manually Matched,840,CORNWALL,E06000052,176649.78,34172.78,50.1654041,-5.1288199,Central Internal Position,2001-04-04,NULL
100040069538,2026-01-05,2026-01-06T00:00:00.000Z,NULL,Modified Attributes,Address,Built Address,NULL,NULL,NULL,NULL,56,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"56, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069538,1,18600292,Manually Matched,840,CORNWALL,E06000052,176671.61,34245.00,50.1660609,-5.1285570,General Internal Position,2001-04-04,NULL
