uprn,versiondate,versionavailablefromdate,versionavailabletodate,changetype,theme,description,organisationname,poboxnumber,subname,name,number,streetname,locality,townname,islandname,postcode,fulladdress,country,alternatelanguagesubname,alternatelanguagename,alternatelanguagenumber,alternatelanguagestreetname,alternatelanguagelocality,alternatelanguagetownname,alternatelanguageislandname,alternatelanguage,alternatelanguagefulladdress,floorlevel,lowestfloorlevel,highestfloorlevel,classificationcode,classificationdescription,primaryclassificationdescription,secondaryclassificationdescription,tertiaryclassificationdescription,quaternaryclassificationdescription,buildstatus,buildstatusdate,addressstatus,postcodesource,parentuprn,rootuprn,hierarchylevel,usrn,usrnmatchindicator,localcustodiancode,localcustodiandescription,lowertierlocalauthoritygsscode,easting,northing,latitude,longitude,positionalaccuracy,effectivestartdate,effectiveenddate
10007799292,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,3,ROSKROW COTTAGES,NULL,ROSKROW,NULL,TR10 9AP,"3, ROSKROW COTTAGES, ROSKROW, TR10 9AP",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-05-22,Approved,A record which is linked to a Royal Mail address,NULL,10007799292,1,18603553,Manually Matched,840,CORNWALL,E06000052,176423.00,35819.00,50.1801021,-5.1329576,Central Internal Position,2004-02-03,NULL
100040036755,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,13,WESTERN PLACE,NULL,PENRYN,NULL,TR10 8HQ,"13, WESTERN PLACE, PENRYN, TR10 8HQ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-10-04,Approved,A record which is linked to a Royal Mail address,NULL,100040036755,1,6100468,Manually Matched,840,CORNWALL,E06000052,177928.00,34879.00,50.1722267,-5.1113618,General Internal Position,2001-04-04,NULL
100040035926,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,33,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"33, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.0,1.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035926,1,6100485,Manually Matched,840,CORNWALL,E06000052,178445.00,34591.00,50.1698339,-5.1039650,General Internal Position,2001-04-04,NULL
100040036762,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,20,WESTERN PLACE,NULL,PENRYN,NULL,TR10 8HQ,"20, WESTERN PLACE, PENRYN, TR10 8HQ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-10-04,Approved,A record which is linked to a Royal Mail address,NULL,100040036762,1,6100468,Manually Matched,840,CORNWALL,E06000052,177896.00,34889.00,50.1723045,-5.1118150,General Internal Position,2001-04-04,NULL
200000530524,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,90B,PRIORY ROAD,NULL,DARTFORD,NULL,DA1 2BN,"90B, PRIORY ROAD, DARTFORD, DA1 2BN",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,200000530524,1,10500558,Manually Matched,2215,DARTFORD,E07000107,553846.07,174883.18,51.4520362,0.2127664,General Internal Position,2001-09-13,NULL
100060864602,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,70,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XH,"70, HOWARD ROAD, DARTFORD, DA1 1XH",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864602,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555344.00,174008.00,51.4437634,0.2339238,Central Internal Position,2001-09-13,NULL
100040069491,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,6,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"6, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069491,1,18600292,Manually Matched,840,CORNWALL,E06000052,176677.27,34380.60,50.1672808,-5.1285575,Central Internal Position,2001-04-04,NULL
100040069494,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,9,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"9, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069494,1,18600292,Manually Matched,840,CORNWALL,E06000052,176690.00,34389.53,50.1673658,-5.1283847,Central Internal Position,2001-04-04,NULL
10014477237,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,STRANDS,11,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"STRANDS, 11, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CR08,Shop / Showroom,Commercial,Retail,Shop / Showroom,NULL,Built Unoccupiable,2025-06-10,Approved,A record which is linked to a Royal Mail address,NULL,10014477237,1,6103009,Manually Matched,840,CORNWALL,E06000052,180443.00,33223.00,50.1582922,-5.0752390,General Internal Position,2010-07-13,NULL
100040036749,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,7,WESTERN PLACE,NULL,PENRYN,NULL,TR10 8HQ,"7, WESTERN PLACE, PENRYN, TR10 8HQ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-10-04,Approved,A record which is linked to a Royal Mail address,NULL,100040036749,1,6100468,Manually Matched,840,CORNWALL,E06000052,177969.00,34885.00,50.1722959,-5.1107920,General Internal Position,2001-04-04,NULL
100040069501,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,16,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"16, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069501,1,18600292,Manually Matched,840,CORNWALL,E06000052,176713.98,34361.75,50.1671253,-5.1280332,General Internal Position,2001-04-04,NULL
200000540866,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,115A,PRIORY ROAD,NULL,DARTFORD,NULL,DA1 2BN,"115A, PRIORY ROAD, DARTFORD, DA1 2BN",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.0,1.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2009-02-27,Approved,A record which has a classification indicating that it is capable of receiving mail but is not linked to a Royal Mail address,NULL,200000540866,1,10500558,Manually Matched,2215,DARTFORD,E07000107,553898.00,174693.00,51.4503132,0.2134306,General Internal Position,2001-09-13,NULL
100040036746,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,4,WESTERN PLACE,NULL,PENRYN,NULL,TR10 8HQ,"4, WESTERN PLACE, PENRYN, TR10 8HQ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-10-04,Approved,A record which is linked to a Royal Mail address,NULL,100040036746,1,6100468,Manually Matched,840,CORNWALL,E06000052,177958.00,34862.00,50.1720852,-5.1109324,Central Internal Position,2001-04-04,NULL
100060864594,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,62,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XH,"62, HOWARD ROAD, DARTFORD, DA1 1XH",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864594,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555335.00,174029.00,51.4439546,0.2338036,Central Internal Position,2001-05-03,NULL
10094628561,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,32-38,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"32-38, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PP,Property Shell,Parent Shell,Property Shell,NULL,NULL,Built Complete,2018-09-05,Approved,A record which has a classification indicating that it is not capable of receiving mail and is not linked to a Royal Mail address,NULL,10094628561,1,6100485,Manually Matched,840,CORNWALL,E06000052,178402.00,34544.00,50.1693957,-5.1045389,Central Internal Position,2018-09-05,NULL
9051141011,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,FLAT D,NULL,26,NETHERKIRKGATE,NULL,ABERDEEN,NULL,AB10 1AU,"FLAT D, 26, NETHERKIRKGATE, ABERDEEN, AB10 1AU",Scotland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1.0,1.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2013-10-01,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,9051081485,9051081485,2,7601064,Manually Matched,9051,CITY OF ABERDEEN,S12000033,394261.00,806324.00,57.1477489,-2.0964885,Central Internal Position,2013-10-01,NULL
100060864541,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,9,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XS,"9, HOWARD ROAD, DARTFORD, DA1 1XS",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864541,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555314.89,174133.77,51.4449015,0.2335603,General Internal Position,2001-09-13,NULL
100060873967,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,138,ST ALBANS ROAD,NULL,DARTFORD,NULL,DA1 1TZ,"138, ST ALBANS ROAD, DARTFORD, DA1 1TZ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060873967,1,10500640,Manually Matched,2215,DARTFORD,E07000107,554915.00,174277.00,51.4462980,0.2278732,Central Internal Position,2001-09-13,NULL
200000530432,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,37,PRIORY ROAD,NULL,DARTFORD,NULL,DA1 2BS,"37, PRIORY ROAD, DARTFORD, DA1 2BS",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,200000530432,1,10500558,Manually Matched,2215,DARTFORD,E07000107,553852.46,174741.88,51.4507648,0.2127970,General Internal Position,2001-09-13,NULL
100040035932,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,39,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"39, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035932,1,6100485,Manually Matched,840,CORNWALL,E06000052,178470.00,34591.00,50.1698432,-5.1036155,General Internal Position,2001-04-04,NULL
100060873973,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,150,ST ALBANS ROAD,NULL,DARTFORD,NULL,DA1 1TZ,"150, ST ALBANS ROAD, DARTFORD, DA1 1TZ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060873973,1,10500640,Manually Matched,2215,DARTFORD,E07000107,554916.00,174303.00,51.4465313,0.2278990,General Internal Position,2001-09-13,NULL
100040035900,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,6,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"6, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035900,1,6100485,Manually Matched,840,CORNWALL,E06000052,178377.00,34608.00,50.1699611,-5.1049257,General Internal Position,2001-04-04,NULL
200000530430,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,35,PRIORY ROAD,NULL,DARTFORD,NULL,DA1 2BS,"35, PRIORY ROAD, DARTFORD, DA1 2BS",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,200000530430,1,10500558,Manually Matched,2215,DARTFORD,E07000107,553854.00,174731.00,51.4506666,0.2128144,General Internal Position,2001-09-13,NULL
100040035895,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,1,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"1, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035895,1,6100485,Manually Matched,840,CORNWALL,E06000052,178373.00,34658.00,50.1704086,-5.1050107,Central Internal Position,2001-04-04,NULL
100040069505,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,22,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"22, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069505,1,18600292,Manually Matched,840,CORNWALL,E06000052,176735.64,34326.53,50.1668172,-5.1277097,General Internal Position,2001-04-04,NULL
100040035930,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,37,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"37, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035930,1,6100485,Manually Matched,840,CORNWALL,E06000052,178468.00,34594.00,50.1698694,-5.1036452,General Internal Position,2001-04-04,NULL
100040069523,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,40,SUMMERHEATH,NULL,MABE BURNTHOUSE,NULL,TR10 9JT,"40, SUMMERHEATH, MABE BURNTHOUSE, TR10 9JT",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD02,Detached,Residential,Dwelling,Detached,NULL,Built Complete,2018-05-01,Approved,A record which is linked to a Royal Mail address,NULL,100040069523,1,18600292,Manually Matched,840,CORNWALL,E06000052,176719.56,34258.77,50.1662027,-5.1278947,Central Internal Position,2001-04-04,NULL
100040035922,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,29,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"29, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0,0.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2018-09-26,Approved,A record which is linked to a Royal Mail address,NULL,100040035922,1,6100485,Manually Matched,840,CORNWALL,E06000052,178435.00,34606.00,50.1699648,-5.1041136,General Internal Position,2001-04-04,NULL
100040036785,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,43,WESTERN PLACE,NULL,PENRYN,NULL,TR10 8HQ,"43, WESTERN PLACE, PENRYN, TR10 8HQ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2018-10-04,Approved,A record which is linked to a Royal Mail address,NULL,100040036785,1,6100468,Manually Matched,840,CORNWALL,E06000052,177869.00,34896.00,50.1723572,-5.1121967,General Internal Position,2001-04-04,NULL
100060864538,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,6,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XH,"6, HOWARD ROAD, DARTFORD, DA1 1XH",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864538,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555289.78,174132.31,51.4448952,0.2331986,General Internal Position,2001-09-13,NULL
100040035944,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,BANK FLAT,52,PERMARIN ROAD,NULL,PENRYN,NULL,TR10 8BU,"BANK FLAT, 52, PERMARIN ROAD, PENRYN, TR10 8BU",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.0,2.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2016-04-04,Approved,A record which is linked to a Royal Mail address,NULL,100040035944,1,6100485,Manually Matched,840,CORNWALL,E06000052,178458.45,34455.89,50.1686256,-5.1036983,General Internal Position,2001-04-04,NULL
100060873945,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,116,ST ALBANS ROAD,NULL,DARTFORD,NULL,DA1 1TZ,"116, ST ALBANS ROAD, DARTFORD, DA1 1TZ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060873945,1,10500640,Manually Matched,2215,DARTFORD,E07000107,554912.00,174234.00,51.4459124,0.2278113,Central Internal Position,2001-09-13,NULL
100060864630,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,110,HOWARD ROAD,NULL,DARTFORD,NULL,DA1 1XH,"110, HOWARD ROAD, DARTFORD, DA1 1XH",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD04,Terraced,Residential,Dwelling,Terraced,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,100060864630,1,10500332,Manually Matched,2215,DARTFORD,E07000107,555374.49,173961.06,51.4433333,0.2343416,Central Internal Position,2001-09-13,NULL
10001210218,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,5,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"5, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PP,Property Shell,Parent Shell,Property Shell,NULL,NULL,Built Complete,2015-02-05,Approved,A record which is linked to a Royal Mail address,NULL,10001210218,1,6103009,Manually Matched,840,CORNWALL,E06000052,180466.00,33193.00,50.1580313,-5.0749002,Central Internal Position,2004-07-21,NULL
10001210221,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,8,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"8, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PP,Property Shell,Parent Shell,Property Shell,NULL,NULL,Built Complete,2014-09-29,Approved,A record which is linked to a Royal Mail address,NULL,10001210221,1,6103009,Manually Matched,840,CORNWALL,E06000052,180452.00,33210.00,50.1581788,-5.0751057,Central Internal Position,2004-07-21,NULL
10002025320,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,56,ST MARTINS ROAD,NULL,DARTFORD,NULL,DA1 1UJ,"56, ST MARTINS ROAD, DARTFORD, DA1 1UJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD02,Detached,Residential,Dwelling,Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,10002025320,1,10500646,Manually Matched,2215,DARTFORD,E07000107,554766.90,174215.40,51.4457850,0.2257169,Central Internal Position,2004-05-26,NULL
10002023111,2025-09-23,2025-09-24T00:00:00.000Z,NULL,New,Address,Built Address,NULL,NULL,NULL,NULL,55,ST MARTINS ROAD,NULL,DARTFORD,NULL,DA1 1UJ,"55, ST MARTINS ROAD, DARTFORD, DA1 1UJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD03,Semi-Detached,Residential,Dwelling,Semi-Detached,NULL,Built Complete,2009-02-27,Approved,A record which is linked to a Royal Mail address,NULL,10002023111,1,10500646,Manually Matched,2215,DARTFORD,E07000107,554783.00,174238.00,51.4459836,0.2259582,Central Internal Position,2004-01-09,NULL
10001210219,2026-01-05,2026-01-06T00:00:00.000Z,NULL,Modified Attributes,Address,Built Address,NULL,NULL,NULL,NULL,6,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"6, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PP,Property Shell,Parent Shell,Property Shell,NULL,NULL,Built Complete,2010-04-13,Approved,A record which is linked to a Royal Mail address,NULL,10001210219,1,6103009,Manually Matched,840,CORNWALL,E06000052,180461.00,33200.00,50.1580923,-5.0749742,Central Internal Position,2004-07-21,NULL
10001210225,2026-01-05,2026-01-06T00:00:00.000Z,NULL,Modified Attributes,Address,Built Address,NULL,NULL,FLAT 1,NULL,6,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"FLAT 1, 6, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.0,0.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2010-04-13,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,10001210219,10001210219,2,6103009,Manually Matched,840,CORNWALL,E06000052,180461.00,33199.00,50.1580834,-5.0749736,Central Internal Position,2004-07-21,NULL
10001210226,2026-01-05,2026-01-06T00:00:00.000Z,NULL,Modified Attributes,Address,Built Address,NULL,NULL,FLAT 2,NULL,6,CLAREMONT TERRACE,NULL,FALMOUTH,NULL,TR11 2AJ,"FLAT 2, 6, CLAREMONT TERRACE, FALMOUTH, TR11 2AJ",England,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.0,2.0,RD06,Self Contained Flat (Includes Maisonette / Apartment),Residential,Dwelling,Self Contained Flat (Includes Maisonette / Apartment),NULL,Built Complete,2010-04-13,Approved,A record which has a classification indicating that it is capable of receiving mail and has a parent record which is linked to a Royal Mail address,10001210219,10001210219,2,6103009,Manually Matched,840,CORNWALL,E06000052,180461.00,33199.00,50.1580834,-5.0749736,Central Internal Position,2004-07-21,NULL
